D:\Anaconda_envs\envs\AgentVNE\Lib\site-packages\torch\nn\modules\transformer.py:379: UserWarning: enable_nested_tensor is True, but self.use_nested_tensor is False because encoder_layer.self_attn.batch_first was not True(use batch_first for better inference performance)
Train 5:  64%|██████▍   | 16/25 [00:04<00:02,  3.53it/s]
Train 5:  68%|██████▊   | 17/25 [00:04<00:02,  3.45it/s]
Train 5:  72%|███████▏  | 18/25 [00:05<00:02,  3.31it/s]
Train 5:  76%|███████▌  | 19/25 [00:05<00:01,  3.21it/s]
Train 5:  80%|████████  | 20/25 [00:05<00:01,  2.98it/s]
Train 5:  84%|████████▍ | 21/25 [00:06<00:01,  3.03it/s]
Train 5:  88%|████████▊ | 22/25 [00:06<00:01,  2.91it/s]
Train 5:  92%|█████████▏| 23/25 [00:06<00:00,  2.98it/s]
Train 5:  96%|█████████▌| 24/25 [00:07<00:00,  2.99it/s]
Train 5: 100%|██████████| 25/25 [00:07<00:00,  3.03it/s]
                                                        

Valid 5:   0%|          | 0/7 [00:00<?, ?it/s]
Valid 5:  14%|█▍        | 1/7 [00:00<00:01,  3.88it/s]
Valid 5:  29%|██▊       | 2/7 [00:00<00:01,  3.51it/s]
Valid 5:  43%|████▎     | 3/7 [00:00<00:01,  3.88it/s]
Valid 5:  57%|█████▋    | 4/7 [00:01<00:00,  4.06it/s]
Valid 5:  71%|███████▏  | 5/7 [00:01<00:00,  4.23it/s]
Valid 5:  86%|████████▌ | 6/7 [00:01<00:00,  4.41it/s]
                                                      

Train 6:   0%|          | 0/25 [00:00<?, ?it/s]
Train 6:   4%|▍         | 1/25 [00:00<00:08,  2.70it/s]
Train 6:   8%|▊         | 2/25 [00:00<00:07,  2.94it/s]
Train 6:  12%|█▏        | 3/25 [00:01<00:07,  2.87it/s]
Train 6:  16%|█▌        | 4/25 [00:01<00:07,  2.86it/s]
Train 6:  20%|██        | 5/25 [00:01<00:06,  2.88it/s]
Train 6:  24%|██▍       | 6/25 [00:02<00:06,  2.86it/s]
Train 6:  28%|██▊       | 7/25 [00:02<00:06,  2.93it/s]
Train 6:  32%|███▏      | 8/25 [00:02<00:05,  3.02it/s]
Train 6:  36%|███▌      | 9/25 [00:03<00:05,  3.07it/s]
Train 6:  40%|████      | 10/25 [00:03<00:04,  3.16it/s]
Train 6:  44%|████▍     | 11/25 [00:03<00:04,  3.14it/s]
Train 6:  48%|████▊     | 12/25 [00:04<00:04,  3.01it/s]
Train 6:  52%|█████▏    | 13/25 [00:04<00:03,  3.08it/s]
Train 6:  56%|█████▌    | 14/25 [00:04<00:03,  3.13it/s]
Train 6:  60%|██████    | 15/25 [00:04<00:03,  3.14it/s]
Train 6:  64%|██████▍   | 16/25 [00:05<00:02,  3.09it/s]
Train 6:  68%|██████▊   | 17/25 [00:05<00:02,  3.08it/s]
Train 6:  72%|███████▏  | 18/25 [00:05<00:02,  3.05it/s]
Train 6:  76%|███████▌  | 19/25 [00:06<00:02,  2.94it/s]
Train 6:  80%|████████  | 20/25 [00:06<00:01,  2.90it/s]
Train 6:  84%|████████▍ | 21/25 [00:07<00:01,  2.95it/s]
Train 6:  88%|████████▊ | 22/25 [00:07<00:01,  2.95it/s]
Train 6:  92%|█████████▏| 23/25 [00:07<00:00,  2.98it/s]
Train 6:  96%|█████████▌| 24/25 [00:07<00:00,  3.13it/s]
Train 6: 100%|██████████| 25/25 [00:08<00:00,  3.09it/s]
                                                        

Valid 6:   0%|          | 0/7 [00:00<?, ?it/s]
Valid 6:  14%|█▍        | 1/7 [00:00<00:01,  4.81it/s]
Valid 6:  29%|██▊       | 2/7 [00:00<00:00,  5.68it/s]
Valid 6:  43%|████▎     | 3/7 [00:00<00:00,  5.79it/s]
Valid 6:  57%|█████▋    | 4/7 [00:00<00:00,  5.08it/s]
Valid 6:  71%|███████▏  | 5/7 [00:00<00:00,  4.83it/s]
Valid 6:  86%|████████▌ | 6/7 [00:01<00:00,  4.98it/s]
                                                      

Train 7:   0%|          | 0/25 [00:00<?, ?it/s]
Train 7:   4%|▍         | 1/25 [00:00<00:07,  3.40it/s]
Train 7:   8%|▊         | 2/25 [00:00<00:06,  3.51it/s]
Train 7:  12%|█▏        | 3/25 [00:00<00:06,  3.47it/s]
Train 7:  16%|█▌        | 4/25 [00:01<00:06,  3.39it/s]
Train 7:  20%|██        | 5/25 [00:01<00:05,  3.65it/s]
Train 7:  24%|██▍       | 6/25 [00:01<00:05,  3.61it/s]
Train 7:  28%|██▊       | 7/25 [00:01<00:05,  3.47it/s]
Train 7:  32%|███▏      | 8/25 [00:02<00:04,  3.50it/s]
Train 7:  36%|███▌      | 9/25 [00:02<00:04,  3.25it/s]
Train 7:  40%|████      | 10/25 [00:02<00:04,  3.25it/s]
Train 7:  44%|████▍     | 11/25 [00:03<00:04,  3.19it/s]
Train 7:  48%|████▊     | 12/25 [00:03<00:04,  3.09it/s]
Train 7:  52%|█████▏    | 13/25 [00:03<00:03,  3.13it/s]
Train 7:  56%|█████▌    | 14/25 [00:04<00:03,  3.14it/s]
Train 7:  60%|██████    | 15/25 [00:04<00:03,  3.18it/s]
Train 7:  64%|██████▍   | 16/25 [00:04<00:02,  3.30it/s]
Train 7:  68%|██████▊   | 17/25 [00:05<00:02,  3.23it/s]
Train 7:  72%|███████▏  | 18/25 [00:05<00:02,  3.07it/s]
Train 7:  76%|███████▌  | 19/25 [00:05<00:01,  3.12it/s]
Train 7:  80%|████████  | 20/25 [00:06<00:01,  3.14it/s]
Train 7:  84%|████████▍ | 21/25 [00:06<00:01,  3.20it/s]
Train 7:  88%|████████▊ | 22/25 [00:06<00:00,  3.25it/s]
Train 7:  92%|█████████▏| 23/25 [00:07<00:00,  3.26it/s]
Train 7:  96%|█████████▌| 24/25 [00:07<00:00,  3.10it/s]
Train 7: 100%|██████████| 25/25 [00:07<00:00,  3.04it/s]
                                                        

Valid 7:   0%|          | 0/7 [00:00<?, ?it/s]
Valid 7:  14%|█▍        | 1/7 [00:00<00:01,  4.70it/s]
Valid 7:  29%|██▊       | 2/7 [00:00<00:01,  4.58it/s]
Valid 7:  43%|████▎     | 3/7 [00:00<00:00,  4.53it/s]
Valid 7:  57%|█████▋    | 4/7 [00:00<00:00,  4.69it/s]
Valid 7:  71%|███████▏  | 5/7 [00:01<00:00,  4.84it/s]
Valid 7:  86%|████████▌ | 6/7 [00:01<00:00,  4.53it/s]
                                                      

Train 8:   0%|          | 0/25 [00:00<?, ?it/s]
Train 8:   4%|▍         | 1/25 [00:00<00:07,  3.21it/s]
Train 8:   8%|▊         | 2/25 [00:00<00:07,  3.05it/s]
Train 8:  12%|█▏        | 3/25 [00:00<00:07,  3.14it/s]
Train 8:  16%|█▌        | 4/25 [00:01<00:06,  3.06it/s]
Train 8:  20%|██        | 5/25 [00:01<00:06,  3.23it/s]
Train 8:  24%|██▍       | 6/25 [00:01<00:05,  3.60it/s]
Train 8:  28%|██▊       | 7/25 [00:02<00:05,  3.41it/s]
Train 8:  32%|███▏      | 8/25 [00:02<00:04,  3.42it/s]
Train 8:  36%|███▌      | 9/25 [00:02<00:04,  3.49it/s]
Train 8:  40%|████      | 10/25 [00:02<00:04,  3.41it/s]
Train 8:  44%|████▍     | 11/25 [00:03<00:04,  3.47it/s]
Train 8:  48%|████▊     | 12/25 [00:03<00:03,  3.37it/s]
Train 8:  52%|█████▏    | 13/25 [00:03<00:03,  3.36it/s]
Train 8:  56%|█████▌    | 14/25 [00:04<00:03,  3.28it/s]
Train 8:  60%|██████    | 15/25 [00:04<00:03,  3.24it/s]
Train 8:  64%|██████▍   | 16/25 [00:04<00:02,  3.25it/s]
Train 8:  68%|██████▊   | 17/25 [00:05<00:02,  3.37it/s]
Train 8:  72%|███████▏  | 18/25 [00:05<00:01,  3.51it/s]
Train 8:  76%|███████▌  | 19/25 [00:05<00:01,  3.55it/s]
Train 8:  80%|████████  | 20/25 [00:05<00:01,  3.57it/s]
Train 8:  84%|████████▍ | 21/25 [00:06<00:01,  3.42it/s]
Train 8:  88%|████████▊ | 22/25 [00:06<00:00,  3.30it/s]
Train 8:  92%|█████████▏| 23/25 [00:06<00:00,  3.30it/s]
Train 8:  96%|█████████▌| 24/25 [00:07<00:00,  3.30it/s]
Train 8: 100%|██████████| 25/25 [00:07<00:00,  3.34it/s]
                                                        

Valid 8:   0%|          | 0/7 [00:00<?, ?it/s]
Valid 8:  14%|█▍        | 1/7 [00:00<00:00,  6.56it/s]
Valid 8:  29%|██▊       | 2/7 [00:00<00:00,  5.71it/s]
Valid 8:  43%|████▎     | 3/7 [00:00<00:00,  5.54it/s]
Valid 8:  57%|█████▋    | 4/7 [00:00<00:00,  4.70it/s]
Valid 8:  71%|███████▏  | 5/7 [00:01<00:00,  4.59it/s]
Valid 8:  86%|████████▌ | 6/7 [00:01<00:00,  4.42it/s]
                                                      

Train 9:   0%|          | 0/25 [00:00<?, ?it/s]
Train 9:   4%|▍         | 1/25 [00:00<00:06,  3.87it/s]
Train 9:   8%|▊         | 2/25 [00:00<00:06,  3.36it/s]
Train 9:  12%|█▏        | 3/25 [00:00<00:06,  3.44it/s]
Train 9:  16%|█▌        | 4/25 [00:01<00:06,  3.26it/s]
Train 9:  20%|██        | 5/25 [00:01<00:06,  3.18it/s]
Train 9:  24%|██▍       | 6/25 [00:01<00:06,  3.14it/s]
Train 9:  28%|██▊       | 7/25 [00:02<00:05,  3.01it/s]
Train 9:  32%|███▏      | 8/25 [00:02<00:05,  3.05it/s]
Train 9:  36%|███▌      | 9/25 [00:02<00:05,  3.08it/s]
Train 9:  40%|████      | 10/25 [00:03<00:04,  3.07it/s]
Train 9:  44%|████▍     | 11/25 [00:03<00:04,  2.99it/s]
Train 9:  48%|████▊     | 12/25 [00:03<00:04,  3.03it/s]
Train 9:  52%|█████▏    | 13/25 [00:04<00:03,  3.08it/s]
Train 9:  56%|█████▌    | 14/25 [00:04<00:03,  3.13it/s]
Train 9:  60%|██████    | 15/25 [00:04<00:03,  3.13it/s]
Train 9:  64%|██████▍   | 16/25 [00:05<00:02,  3.19it/s]
Train 9:  68%|██████▊   | 17/25 [00:05<00:02,  3.20it/s]
Train 9:  72%|███████▏  | 18/25 [00:05<00:02,  3.16it/s]
Train 9:  76%|███████▌  | 19/25 [00:06<00:01,  3.19it/s]
Train 9:  80%|████████  | 20/25 [00:06<00:01,  3.14it/s]
Train 9:  84%|████████▍ | 21/25 [00:06<00:01,  3.18it/s]
Train 9:  88%|████████▊ | 22/25 [00:06<00:00,  3.18it/s]
Train 9:  92%|█████████▏| 23/25 [00:07<00:00,  3.16it/s]
Train 9:  96%|█████████▌| 24/25 [00:07<00:00,  3.21it/s]
Train 9: 100%|██████████| 25/25 [00:07<00:00,  3.17it/s]
                                                        

Valid 9:   0%|          | 0/7 [00:00<?, ?it/s]
Valid 9:  14%|█▍        | 1/7 [00:00<00:01,  4.24it/s]
Valid 9:  29%|██▊       | 2/7 [00:00<00:01,  4.40it/s]
Valid 9:  43%|████▎     | 3/7 [00:00<00:00,  4.25it/s]
Valid 9:  57%|█████▋    | 4/7 [00:00<00:00,  4.18it/s]
Valid 9:  71%|███████▏  | 5/7 [00:01<00:00,  4.15it/s]
Valid 9:  86%|████████▌ | 6/7 [00:01<00:00,  4.12it/s]
                                                      

Train 10:   0%|          | 0/25 [00:00<?, ?it/s]
Train 10:   4%|▍         | 1/25 [00:00<00:06,  3.47it/s]
Train 10:   8%|▊         | 2/25 [00:00<00:07,  3.17it/s]
Train 10:  12%|█▏        | 3/25 [00:01<00:07,  2.85it/s]
Train 10:  16%|█▌        | 4/25 [00:01<00:07,  2.80it/s]
Train 10:  20%|██        | 5/25 [00:01<00:07,  2.75it/s]
Train 10:  24%|██▍       | 6/25 [00:02<00:06,  2.82it/s]
Train 10:  28%|██▊       | 7/25 [00:02<00:06,  2.89it/s]
Train 10:  32%|███▏      | 8/25 [00:02<00:05,  2.90it/s]
Train 10:  36%|███▌      | 9/25 [00:03<00:05,  2.89it/s]
Train 10:  40%|████      | 10/25 [00:03<00:05,  2.96it/s]
Train 10:  44%|████▍     | 11/25 [00:03<00:04,  3.04it/s]
Train 10:  48%|████▊     | 12/25 [00:04<00:04,  3.02it/s]
Train 10:  52%|█████▏    | 13/25 [00:04<00:03,  3.10it/s]
Train 10:  56%|█████▌    | 14/25 [00:04<00:03,  3.08it/s]
Train 10:  60%|██████    | 15/25 [00:05<00:03,  3.08it/s]
Train 10:  64%|██████▍   | 16/25 [00:05<00:02,  3.10it/s]
Train 10:  68%|██████▊   | 17/25 [00:05<00:02,  3.02it/s]
Train 10:  72%|███████▏  | 18/25 [00:06<00:02,  3.05it/s]
Train 10:  76%|███████▌  | 19/25 [00:06<00:01,  3.26it/s]
Train 10:  80%|████████  | 20/25 [00:06<00:01,  3.37it/s]
Train 10:  84%|████████▍ | 21/25 [00:06<00:01,  3.47it/s]
Train 10:  88%|████████▊ | 22/25 [00:07<00:00,  3.51it/s]
Train 10:  92%|█████████▏| 23/25 [00:07<00:00,  3.49it/s]
Train 10:  96%|█████████▌| 24/25 [00:07<00:00,  3.39it/s]
Train 10: 100%|██████████| 25/25 [00:08<00:00,  3.25it/s]
                                                         

Valid 10:   0%|          | 0/7 [00:00<?, ?it/s]
Valid 10:  14%|█▍        | 1/7 [00:00<00:01,  4.55it/s]
Valid 10:  29%|██▊       | 2/7 [00:00<00:01,  4.80it/s]
Valid 10:  43%|████▎     | 3/7 [00:00<00:00,  4.78it/s]
Valid 10:  57%|█████▋    | 4/7 [00:00<00:00,  4.76it/s]
Valid 10:  71%|███████▏  | 5/7 [00:01<00:00,  4.94it/s]
Valid 10:  86%|████████▌ | 6/7 [00:01<00:00,  4.85it/s]
                                                       

Train 11:   0%|          | 0/25 [00:00<?, ?it/s]
Train 11:   4%|▍         | 1/25 [00:00<00:07,  3.30it/s]
Train 11:   8%|▊         | 2/25 [00:00<00:07,  3.22it/s]
Train 11:  12%|█▏        | 3/25 [00:00<00:06,  3.14it/s]
Train 11:  16%|█▌        | 4/25 [00:01<00:06,  3.21it/s]
Train 11:  20%|██        | 5/25 [00:01<00:06,  3.04it/s]
Train 11:  24%|██▍       | 6/25 [00:01<00:06,  3.03it/s]
Train 11:  28%|██▊       | 7/25 [00:02<00:05,  3.05it/s]
Train 11:  32%|███▏      | 8/25 [00:02<00:05,  3.04it/s]
Train 11:  36%|███▌      | 9/25 [00:02<00:05,  3.02it/s]
Train 11:  40%|████      | 10/25 [00:03<00:05,  2.94it/s]
Train 11:  44%|████▍     | 11/25 [00:03<00:04,  2.93it/s]
Train 11:  48%|████▊     | 12/25 [00:03<00:04,  2.99it/s]
Train 11:  52%|█████▏    | 13/25 [00:04<00:03,  3.08it/s]
Train 11:  56%|█████▌    | 14/25 [00:04<00:03,  3.20it/s]
Train 11:  60%|██████    | 15/25 [00:04<00:03,  3.22it/s]
Train 11:  64%|██████▍   | 16/25 [00:05<00:02,  3.13it/s]
Train 11:  68%|██████▊   | 17/25 [00:05<00:02,  3.20it/s]
Train 11:  72%|███████▏  | 18/25 [00:05<00:02,  3.26it/s]
Train 11:  76%|███████▌  | 19/25 [00:06<00:01,  3.29it/s]
Train 11:  80%|████████  | 20/25 [00:06<00:01,  3.25it/s]
Train 11:  84%|████████▍ | 21/25 [00:06<00:01,  3.17it/s]
Train 11:  88%|████████▊ | 22/25 [00:07<00:00,  3.06it/s]
Train 11:  92%|█████████▏| 23/25 [00:07<00:00,  3.04it/s]
Train 11:  96%|█████████▌| 24/25 [00:07<00:00,  3.00it/s]
Train 11: 100%|██████████| 25/25 [00:08<00:00,  3.12it/s]
                                                         

Valid 11:   0%|          | 0/7 [00:00<?, ?it/s]
Valid 11:  14%|█▍        | 1/7 [00:00<00:01,  4.99it/s]
Valid 11:  29%|██▊       | 2/7 [00:00<00:00,  5.23it/s]
Valid 11:  43%|████▎     | 3/7 [00:00<00:00,  5.33it/s]
Valid 11:  57%|█████▋    | 4/7 [00:00<00:00,  5.17it/s]
Valid 11:  71%|███████▏  | 5/7 [00:00<00:00,  4.92it/s]
Valid 11:  86%|████████▌ | 6/7 [00:01<00:00,  4.52it/s]
                                                       

Train 12:   0%|          | 0/25 [00:00<?, ?it/s]
Train 12:   4%|▍         | 1/25 [00:00<00:08,  2.97it/s]
Train 12:   8%|▊         | 2/25 [00:00<00:08,  2.74it/s]
Train 12:  12%|█▏        | 3/25 [00:01<00:07,  2.95it/s]
Train 12:  16%|█▌        | 4/25 [00:01<00:06,  3.02it/s]
Train 12:  20%|██        | 5/25 [00:01<00:06,  2.94it/s]
Train 12:  24%|██▍       | 6/25 [00:02<00:06,  2.89it/s]
Train 12:  28%|██▊       | 7/25 [00:02<00:06,  2.83it/s]
Train 12:  32%|███▏      | 8/25 [00:02<00:06,  2.81it/s]
Train 12:  36%|███▌      | 9/25 [00:03<00:05,  2.85it/s]
Train 12:  40%|████      | 10/25 [00:03<00:05,  2.83it/s]
